Equipment_Name,MAC,IP,Device_Category,Device_Type,Notes,Status_Check,SNMP_Community,SNMP_Version,Network_Location_ID
4050 Lowes C9 .90,0A:00:3E:91:AF:D1,10.4.50.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes PBEM5 .59,80:2A:A8:73:0E:ED,10.4.50.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,56
4050 Lowes NSM5 .57,04:18:D6:4D:F6:72,10.4.50.57,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,56
4050 Lowes C5 .56,0A:00:3E:03:5D:F5,10.4.50.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes C5 .55,0A:00:3E:04:86:DD,10.4.50.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes C5 .54,0A:00:3E:04:08:83,10.4.50.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes C5 .53,0A:00:3E:03:97:0E,10.4.50.53,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes C5 .52,0A:00:3E:03:F3:BD,10.4.50.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes C5 .51,0A:00:3E:01:29:A9,10.4.50.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,56
4050 Lowes NSM365 .34,68:72:51:0D:61:3B,10.4.50.34,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,56
4050 Lowes RTR,00:00:00:00:00:0A,10.4.50.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,56
4050 Lowes RM2 .20,DC:9F:DB:6F:9A:20,10.4.50.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,56
4050 Lowes SiteMonitor,00:00:00:00:00:0A,10.4.50.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,56
4005 Riverfork C9 .96,0A:00:3E:92:F3:A5,10.4.5.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork C9 .95,0A:00:3E:91:2A:69,10.4.5.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork C9 .94,0A:00:3E:90:66:EE,10.4.5.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork C9 .93,0A:00:3E:90:4D:2F,10.4.5.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork C9 .92,0A:00:3E:93:31:5B,10.4.5.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork C9 .91,0A:00:3E:91:00:3C,10.4.5.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork C9 .90,0A:00:3E:91:C6:17,10.4.5.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork PBEM5 .56,80:2A:A8:F3:82:2A,10.4.5.56,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,9
4005 Riverfork RM5 .54,44:D9:E7:71:81:91,10.4.5.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,9
4005 Riverfork C5 .50,0A:00:3E:04:00:72,10.4.5.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork RM365 .30,00:27:22:8F:5F:87,10.4.5.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,9
4005 Riverfork NSM2 .26,DC:9F:DB:13:33:BE,10.4.5.26,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,9
4005 Riverfork RTR,00:00:00:00:00:0A,10.4.5.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork UPS,00:00:00:00:00:0A,10.4.5.15,UPS,DuraComm RMCU UPS,,ICMP and SNMP,!highspeed,2,9
4005 Riverfork SiteMonitor,00:00:00:00:00:0A,10.4.5.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,9
4048 Monett S C9 .96,0A:00:3E:93:AC:03,10.4.48.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S C9 .95,0A:00:3E:95:88:A1,10.4.48.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S C9 .94,0A:00:3E:90:90:58,10.4.48.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S C9 .93,0A:00:3E:93:A7:23,10.4.48.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S C9 .92,0A:00:3E:90:8D:CD,10.4.48.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S C9 .91,0A:00:3E:95:CE:0A,10.4.48.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S C5 .55,0A:00:3E:03:40:58,10.4.48.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S RM5 .54,44:D9:E7:71:82:F8,10.4.48.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,54
4048 Monett S RM5 .53,44:D9:E7:71:81:AD,10.4.48.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,54
4048 Monett S RM5 .51,44:D9:E7:71:81:90,10.4.48.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,54
4048 Monett S C5 .50,0A:00:3E:03:9B:3D,10.4.48.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,54
4048 Monett S RTR,00:00:00:00:00:0A,10.4.48.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,54
4048 Monett S UPS,00:00:00:00:00:0A,10.4.48.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,54
4048 Monett S Netonix .10,00:00:00:00:00:0A,10.4.48.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,54
4047 Connectel C9 .96,0A:00:3E:91:CB:AF,10.4.47.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C9 .95,0A:00:3E:90:8A:81,10.4.47.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C9 .94,0A:00:3E:91:2B:00,10.4.47.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C9 .93,0A:00:3E:91:B2:48,10.4.47.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C9 .92,0A:00:3E:95:A7:78,10.4.47.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C9 .91,0A:00:3E:91:CB:98,10.4.47.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel PBEM5 .57,80:2A:A8:EF:7D:3F,10.4.47.57,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,53
4047 Connectel C5 .56,0A:00:3E:01:4B:A8,10.4.47.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C5 .55,0A:00:3E:03:37:83,10.4.47.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C5 .54,0A:00:3E:01:11:FA,10.4.47.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C5 .53,0A:00:3E:03:04:35,10.4.47.53,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C5 .52,0A:00:3E:03:64:E8,10.4.47.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel C5 .51,0A:00:3E:F2:83:38,10.4.47.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,53
4047 Connectel NSM2 .26,DC:9F:DB:67:E5:84,10.4.47.26,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,53
4047 Connectel UPS,00:00:00:00:00:0A,10.4.47.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,53
4047 Connectel AF5x .139,06:18:D6:E3:BA:53,10.4.47.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,53
4047 Connectel AF5x .138,06:18:D6:E3:B9:E9,10.4.47.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,53
4047 Connectel CMM,00:00:00:00:00:0A,10.4.47.12,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,53
4047 Connectel CMM,00:00:00:00:00:0A,10.4.47.11,Sync Timing,Cambium CMM,,ICMP and SNMP,!highspeed,2,53
4034 Delaware Town C9 .96,0A:00:3E:92:2F:00,10.4.34.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C9 .95,0A:00:3E:90:57:F2,10.4.34.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C9 .94,0A:00:3E:92:3E:BA,10.4.34.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C9 .93,0A:00:3E:90:8C:E7,10.4.34.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C9 .92,0A:00:3E:91:78:18,10.4.34.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C9 .91,0A:00:3E:91:75:D4,10.4.34.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C5 .56,0A:00:3E:04:4E:52,10.4.34.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C5 .55,0A:00:3E:04:95:B1,10.4.34.55,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C5 .54,0A:00:3E:03:6E:2C,10.4.34.54,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C5 .53,0A:00:3E:04:30:42,10.4.34.53,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C5 .52,0A:00:3E:03:F2:C1,10.4.34.52,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town C5 .51,0A:00:3E:03:BE:A2,10.4.34.51,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town UPS,00:00:00:00:00:0A,10.4.34.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,25
4034 Delaware Town SiteMonitor,00:00:00:00:00:0A,10.4.34.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,25
4033 Aurora C9 .95,0A:00:3E:91:D1:A7,10.4.33.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C9 .94,0A:00:3E:93:A3:41,10.4.33.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C9 .93,0A:00:3E:93:E9:E6,10.4.33.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C9 .90,0A:00:3E:90:84:2F,10.4.33.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C5 .56,0A:00:3E:04:28:2D,10.4.33.56,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C5 .50,0A:00:3E:04:5C:8E,10.4.33.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora PBEM2 .26,44:D9:E7:57:87:01,10.4.33.26,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,40
4033 Aurora UPS,00:00:00:00:00:0A,10.4.33.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C5 .131,0A:00:3E:F7:3C:C1,10.4.33.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora C5 .130,0A:00:3E:F7:6B:3D,10.4.33.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,40
4033 Aurora Netonix .10,00:00:00:00:00:0A,10.4.33.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,40
4031 Island Green NSM5 .52,44:D9:E7:25:C4:F9,10.4.31.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,39
4031 Island Green C5 .50,0A:00:3E:03:95:E7,10.4.31.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,39
4031 Island Green 4031-4009-CPTP4505,0A:00:3E:B2:AD:9C,10.4.31.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,39
4031 Island Green 4009-4031-CPTP4505,0A:00:3E:B2:EC:80,10.4.31.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,39
4028 Stonegate C9 .91,0A:00:3E:95:27:79,10.4.28.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,24
4028 Stonegate RM2 .20,24:A4:3C:97:01:4B,10.4.28.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,24
4251 Nixa Office Gateway RTR,00:00:00:00:00:0A,10.4.251.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,1
4249 Nixa Office Suite 4 Netonix .11,00:00:00:00:00:0A,10.4.249.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,214
4247 Nixa Office C9 .94,0A:00:3E:94:59:34,10.4.247.94,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,247
4247 Nixa Office C5 .59,0A:00:3E:38:6A:CF,10.4.247.59,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,247
4247 Nixa Office NSM5 .52,44:D9:E7:55:90:8B,10.4.247.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,247
4021 SW CU C9 .93,0A:00:3E:95:8C:F1,10.4.21.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU C9 .91,0A:00:3E:90:99:3A,10.4.21.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU C9 .90,0A:00:3E:92:4C:E8,10.4.21.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU C5 .59,0A:00:3E:FA:93:3C,10.4.21.59,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU C5 .57,0A:00:3E:03:BF:4B,10.4.21.57,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU PBEM5 .56,44:D9:E7:B1:AF:85,10.4.21.56,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU RM5 .55,04:18:D6:E5:78:0B,10.4.21.55,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU PBEM5 .54,44:D9:E7:C9:C2:60,10.4.21.54,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU RM5 .53,04:18:D6:C7:15:8B,10.4.21.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU RM5 .51,04:18:D6:E5:78:36,10.4.21.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU C5 .50,0A:00:3E:03:2C:DE,10.4.21.50,Access Point,Cambium PMP100 LOS AP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU Netonix .5,00:00:00:00:00:0A,10.4.21.5,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,30
4021 SW CU RTR,00:00:00:00:00:0A,10.4.21.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,30
4021 SW CU RM2 .21,68:72:51:43:F9:E3,10.4.21.21,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU UPS,00:00:00:00:00:0A,10.4.21.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,30
4021 SW CU 021 SWCU BHS 450 to 002 Republic BHM,0A:00:3E:B0:EB:4B,10.4.21.139,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU 021 SW CU = 002 Republic BHFO,0A:00:3E:B2:E3:93,10.4.21.138,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU 021 SWCU from 003 Twin Oaks BH,0A:00:3E:B2:79:9A,10.4.21.131,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU 003 Twin Oaks to 021 SWCU BHM ,0A:00:3E:B2:5B:7E,10.4.21.130,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,30
4021 SW CU PBEM5 .102,80:2A:A8:E5:28:36,10.4.21.102,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU PBEM5 .101,80:2A:A8:EF:7C:52,10.4.21.101,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,30
4021 SW CU SiteMonitor,00:00:00:00:00:0A,10.4.21.10,Sync Timing,PacketFlux SiteMonitor,,ICMP and SNMP,!highspeed,2,30
4002 Garner Garner Relay C9 450i SE 157 Degrees,0A:00:3E:45:8C:9E,10.4.2.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,284
4002 Garner UPS,00:00:00:00:00:0A,10.4.2.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,284
4002 Garner NSM2 .138,24:A4:3C:45:25:09,10.4.2.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,284
4002 Garner PBEM5 .131,80:2A:A8:A3:7C:A1,10.4.2.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,284
4002 Garner PBEM5 .130,80:2A:A8:73:0A:B6,10.4.2.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,284
4181 Gugel RM5 .50,80:2A:A8:EF:87:37,10.4.181.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,273
4181 Gugel PBEM5 .130,80:2A:A8:EF:7B:89,10.4.181.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,273
4181 Gugel Netonix .10,00:00:00:00:00:0A,10.4.181.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,273
4176 Dam C9 .96,0A:00:3E:92:FC:83,10.4.176.96,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,229
4176 Dam C9 .95,0A:00:3E:93:DF:C1,10.4.176.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,229
4176 Dam C9 .92,0A:00:3E:92:29:FE,10.4.176.92,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,229
4176 Dam C9 .91,0A:00:3E:94:DD:BE,10.4.176.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,229
4176 Dam PBEM5 .53,80:2A:A8:A9:56:25,10.4.176.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,229
4176 Dam Netonix .5,00:00:00:00:00:0A,10.4.176.5,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,229
4176 Dam RM365 .30,68:72:51:43:7B:02,10.4.176.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,229
4176 Dam RTR,00:00:00:00:00:0A,10.4.176.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,229
4176 Dam UPS,00:00:00:00:00:0A,10.4.176.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,229
4176 Dam PBEM5 .131,44:D9:E7:C3:52:AA,10.4.176.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,229
4176 Dam PBEM5 .130,44:D9:E7:C3:4F:9F,10.4.176.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,229
4175 Turkey C9+ .94,0A:00:3E:45:89:BD,10.4.175.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,240
4175 Turkey C9+ .93,0A:00:3E:45:8C:CC,10.4.175.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,240
4175 Turkey C9+ .92,0A:00:3E:45:8A:3B,10.4.175.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,240
4175 Turkey C9+ .91,0A:00:3E:45:89:4B,10.4.175.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,240
4175 Turkey RM5 .53,44:D9:E7:71:81:BE,10.4.175.53,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,240
4175 Turkey RM5 .52,44:D9:E7:A3:C2:EA,10.4.175.52,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,240
4175 Turkey RM5 .51,44:D9:E7:A3:C3:67,10.4.175.51,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,240
4175 Turkey RTR,00:00:00:00:00:0A,10.4.175.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,240
4175 Turkey CE2 .24,00:04:56:CA:85:59,10.4.175.24,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,240
4175 Turkey CE2 .23,00:04:56:CA:7C:D7,10.4.175.23,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,240
4175 Turkey CE2 .22,00:04:56:CA:7D:8D,10.4.175.22,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,240
4175 Turkey CE2 .21,00:04:56:CA:7F:A9,10.4.175.21,Access Point,Cambium ePMP 2.4GHz AP,,ICMP and SNMP,_highspeed,2,240
4175 Turkey UPS,00:00:00:00:00:0A,10.4.175.15,UPS,DuraComm RMCU UPS,,ICMP and SNMP,!highspeed,2,240
4175 Turkey Netonix .10,00:00:00:00:00:0A,10.4.175.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,240
4173 McCord Bend C9+ .93,0A:00:3E:45:8A:75,10.4.173.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,243
4173 McCord Bend C9+ .91,0A:00:3E:45:91:6D,10.4.173.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,243
4173 McCord Bend RTR,00:00:00:00:00:0A,10.4.173.254,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,243
4173 McCord Bend RM2 .20,DC:9F:DB:01:3A:AA,10.4.173.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,243
4173 McCord Bend UPS,00:00:00:00:00:0A,10.4.173.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,243
4173 McCord Bend AF5x .139,82:2A:A8:CE:1F:25,10.4.173.139,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,243
4173 McCord Bend AF5x .138,82:2A:A8:CE:51:5A,10.4.173.138,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,243
4172 Exeter C9 .90,0A:00:3E:91:D6:C3,10.4.172.90,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,232
4172 Exeter RM2 .20,68:72:51:4B:7B:18,10.4.172.20,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,232
4172 Exeter AF5x .131,06:18:D6:E3:49:50,10.4.172.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,232
4172 Exeter Netonix .10,00:00:00:00:00:0A,10.4.172.10,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,232
4171 Fairview C9 .95,0A:00:3E:91:CE:88,10.4.171.95,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,231
4171 Fairview C9 .93,0A:00:3E:91:0A:D7,10.4.171.93,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,231
4171 Fairview C9 .91,0A:00:3E:94:A4:59,10.4.171.91,Access Point,Cambium PMP100 NON-LOS AP,,ICMP and SNMP,!highspeed,2,231
4171 Fairview Netonix .5,00:00:00:00:00:0A,10.4.171.5,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,231
4171 Fairview RM365 .30,68:72:51:43:7B:D0,10.4.171.30,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,231
4171 Fairview UPS,00:00:00:00:00:0A,10.4.171.15,UPS,DuraComm RMCU UPS,,ICMP and SNMP,!highspeed,2,231
4171 Fairview RM5 .131,44:D9:E7:71:82:6A,10.4.171.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,231
4171 Fairview RM5 .130,80:2A:A8:FD:1E:43,10.4.171.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,231
4169 TT39 C9+ .94,0A:00:3E:45:8F:21,10.4.169.94,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,228
4169 TT39 C9+ .93,0A:00:3E:45:8E:BC,10.4.169.93,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,228
4169 TT39 C9+ .92,0A:00:3E:45:89:FE,10.4.169.92,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,228
4169 TT39 C9+ .91,0A:00:3E:45:8F:38,10.4.169.91,Access Point,Cambium PMP450 AP,,ICMP and SNMP,!highspeed,2,228
4169 TT39 RM5 .50,44:D9:E7:D1:8A:8A,10.4.169.50,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,228
4169 TT39 UPS,00:00:00:00:00:0A,10.4.169.15,UPS,APC UPS,,ICMP and SNMP,!highspeed,2,228
4169 TT39 PMP 100,0A:00:3E:05:6E:07,10.4.169.139,Backhaul,Cambium PTP,,ICMP and SNMP,!highspeed,2,228
4169 TT39 PBEM5 .131,44:D9:E7:C9:C1:EE,10.4.169.131,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,228
4169 TT39 PBEM5 .130,44:D9:E7:C9:C1:8B,10.4.169.130,Backhaul,Ubiquiti PTP,,ICMP and SNMP,!highspeed,1,228
4169 TT39 Netonix .11,00:00:00:00:00:0A,10.4.169.11,POE,Netonix POE Switch,,ICMP and SNMP,!highspeed,2,228
4169 TT39 RTR,00:00:00:00:00:0A,10.4.169.10,Router,Mikrotik Router,,ICMP and SNMP,!highspeed,2,228
4166 Jamesville NSM5 .59,80:2A:A8:75:39:80,10.4.166.59,Access Point,Ubiquiti AP,,ICMP and SNMP,!highspeed,1,221
